restaurant_id,name,city,cuisine,restaurant_type,average_cost,delivery_time,rating,votes,online_order,book_table,cost_category,primary_cuisine
R1681,Restaurant_681,Jaipur,"Italian, South Indian",Cafe,1914,45,4.4,1550,Yes,Yes,Luxury,Italian
R1682,Restaurant_682,Hyderabad,"Biryani, Continental, Japanese",Quick Bites,1841,69,2.3,540,Yes,No,Luxury,Biryani
R1683,Restaurant_683,Chandigarh,"Chinese, Thai, Continental",Beverage Shop,705,26,2.6,4359,Yes,Yes,Premium,Chinese
R1684,Restaurant_684,Chandigarh,"Seafood, Biryani, Chinese",Cafe,1860,25,4.3,3113,No,No,Luxury,Seafood
R1685,Restaurant_685,Mumbai,Continental,Cafe,1936,86,2.1,4766,Yes,No,Luxury,Continental
R1686,Restaurant_686,Pune,"Biryani, North Indian",Quick Bites,929,46,4.5,1811,No,Yes,Premium,Biryani
R1687,Restaurant_687,Pune,"Chinese, Mughlai",Beverage Shop,1586,71,2.0,1046,Yes,No,Luxury,Chinese
R1688,Restaurant_688,Bengaluru,"Chinese, Continental",Cafe,1322,52,4.0,3738,Yes,No,Luxury,Chinese
R1689,Restaurant_689,Mumbai,"Thai, Continental",Beverage Shop,1394,74,3.1,4021,No,No,Luxury,Thai
R1690,Restaurant_690,Delhi,Italian,Fine Dining,845,33,3.8,3473,Yes,No,Premium,Italian
R1691,Restaurant_691,Pune,Seafood,Fine Dining,657,70,4.1,1152,Yes,Yes,Premium,Seafood
R1692,Restaurant_692,Chennai,Mexican,Fine Dining,163,28,3.0,1765,Yes,No,Budget,Mexican
R1693,Restaurant_693,Ahmedabad,American,Bakery,1353,47,2.3,4850,Yes,Yes,Luxury,American
R1694,Restaurant_694,Delhi,"Biryani, Japanese, Continental",Cafe,1041,24,2.2,1639,No,Yes,Luxury,Biryani
R1695,Restaurant_695,Hyderabad,American,Quick Bites,348,78,3.8,772,No,Yes,Moderate,American
R1696,Restaurant_696,Chennai,"Italian, Thai",Quick Bites,1369,78,3.6,4899,No,Yes,Luxury,Italian
R1697,Restaurant_697,Chennai,Biryani,Bakery,1039,76,4.2,4849,Yes,No,Luxury,Biryani
R1698,Restaurant_698,Mumbai,"North Indian, Continental",Quick Bites,1710,82,3.5,3967,Yes,No,Luxury,North Indian
R1699,Restaurant_699,Bengaluru,South Indian,Fine Dining,256,57,3.3,567,Yes,No,Moderate,South Indian
